	40	0	11	45	15	5	2	-1	2
	15	12	37	40	-1	-1	1	-1	1
	5	38	154	40	-1	-1	1	-1	1
	0	155	329	45	-1	-1	1	-1	1
	171	330	335	176	166	61	3	-1	12
	166	336	354	171	161	56	3	-1	11
	161	355	387	166	156	11	3	-1	10
	156	388	433	161	81	151	3	-1	9
	151	434	459	156	146	36	2	-1	7
	146	460	479	151	141	21	2	-1	6
	141	480	554	146	136	16	2	-1	5
	136	555	586	141	131	6	2	-1	4
	131	587	595	136	86	1	2	-1	3
	1	596	712	131	-1	-1	1	-1	1
	121	713	763	126	116	31	3	-1	8
	116	764	766	121	106	96	3	-1	7
	111	767	790	126	101	66	2	-1	4
	106	791	814	116	26	25	2	-1	2
	101	815	865	111	122	51	2	-1	3
	96	866	1052	116	91	10	2	-1	5
	91	1053	1057	96	45	35	2	-1	4
	86	1058	1092	131	20	30	2	-1	2
	122	1093	1230	101	12	2	2	-1	2
	45	1231	1307	91	40	0	2	-1	3
	10	1308	1480	96	-1	-1	1	-1	1
	20	1481	1603	86	-1	-1	1	-1	1
	25	1604	1800	106	-1	-1	1	-1	1
	30	1801	1825	86	-1	-1	1	-1	1
	35	1826	1846	91	-1	-1	1	-1	1
	81	1847	1930	156	46	41	2	-1	2
	71	1931	2110	176	-1	-1	1	-1	1
	66	2111	2135	111	-1	-1	1	-1	1
	61	2136	2193	171	-1	-1	1	-1	1
	56	2194	2237	166	-1	-1	1	-1	1
	51	2238	2274	101	-1	-1	1	-1	1
	46	2275	2282	81	-1	-1	1	-1	1
	41	2283	2312	81	-1	-1	1	-1	1
	36	2313	2357	151	-1	-1	1	-1	1
	31	2358	2413	121	-1	-1	1	-1	1
	26	2414	2438	106	-1	-1	1	-1	1
	21	2439	2473	146	-1	-1	1	-1	1
	16	2474	2616	141	-1	-1	1	-1	1
	11	2617	2748	161	-1	-1	1	-1	1
	6	2749	2792	136	-1	-1	1	-1	1
	197	2793	2814	202	192	82	4	-1	41
	192	2815	2878	197	187	92	4	-1	40
	187	2879	2885	192	182	77	4	-1	39
	182	2886	2917	187	177	127	4	-1	38
	177	2918	2938	182	172	132	4	-1	35
	172	2939	2968	177	167	37	4	-1	32
	167	2969	3021	172	162	32	4	-1	31
	162	3022	3031	167	157	137	4	-1	30
	157	3032	3054	162	152	27	4	-1	28
	152	3055	3087	157	147	17	4	-1	27
	147	3088	3095	152	176	142	4	-1	26
	176	3096	3188	147	171	71	3	-1	13
	142	3189	3191	147	126	7	3	-1	13
	126	3192	3346	142	121	111	3	-1	12
	7	3347	3437	142	-1	-1	1	-1	1
	137	3438	3643	162	22	76	2	-1	2
	76	3644	3683	137	-1	-1	1	-1	1
	132	3684	3748	177	112	52	2	-1	3
	127	3749	3770	182	107	57	2	-1	3
	112	3771	3946	132	42	47	2	-1	2
	107	3947	4061	127	62	67	2	-1	2
	102	4062	4063	117	-1	-1	1	-1	1
	97	4064	4156	202	-1	-1	1	-1	1
	92	4157	4266	192	-1	-1	1	-1	1
	82	4267	4336	197	-1	-1	1	-1	1
	77	4337	4373	187	-1	-1	1	-1	1
	72	4374	4442	117	-1	-1	1	-1	1
	67	4443	4454	107	-1	-1	1	-1	1
	62	4455	4475	107	-1	-1	1	-1	1
	57	4476	4550	127	-1	-1	1	-1	1
	52	4551	4581	132	-1	-1	1	-1	1
	47	4582	4607	112	-1	-1	1	-1	1
	42	4608	4656	112	-1	-1	1	-1	1
	37	4657	4843	172	-1	-1	1	-1	1
	32	4844	4951	167	-1	-1	1	-1	1
	27	4952	4964	157	-1	-1	1	-1	1
	22	4965	5048	137	-1	-1	1	-1	1
	17	5049	5054	152	-1	-1	1	-1	1
	12	5055	5126	122	-1	-1	1	-1	1
	2	5127	5157	122	-1	-1	1	-1	1
	253	5158	5176	258	248	19	4	-1	72
	248	5177	5245	253	243	88	4	-1	71
	243	5246	5329	248	238	173	4	-1	70
	238	5330	5401	243	233	203	4	-1	67
	233	5402	5442	238	228	73	4	-1	56
	228	5443	5457	233	223	133	4	-1	55
	223	5458	5555	228	218	178	4	-1	53
	218	5556	5571	223	213	123	4	-1	50
	213	5572	5679	218	208	87	4	-1	48
	208	5680	5699	213	202	168	4	-1	47
	202	5700	5781	208	197	97	4	-1	42
	203	5782	5845	238	198	44	3	-1	11
	198	5846	5867	203	193	63	3	-1	10
	193	5868	5879	198	188	78	3	-1	9
	188	5880	5898	193	183	158	3	-1	8
	183	5899	5940	188	9	34	2	-1	2
	178	5941	6029	223	117	8	2	-1	3
	173	6030	6084	243	59	24	2	-1	3
	54	6085	6153	258	49	39	2	-1	2
