	44	6154	6315	203	-1	-1	1	-1	1
	19	6316	6388	253	-1	-1	1	-1	1
	34	6389	6477	183	-1	-1	1	-1	1
	59	6478	6489	173	29	4	2	-1	2
	24	6490	6553	173	-1	-1	1	-1	1
	9	6554	6625	183	-1	-1	1	-1	1
	117	6626	6736	178	102	72	2	-1	2
	87	6737	6897	213	-1	-1	1	-1	1
	168	6898	6939	208	163	3	2	-1	5
	163	6940	6972	168	148	18	2	-1	4
	158	6973	7007	188	143	58	2	-1	6
	153	7008	7237	-1	23	13	2	0	2
	148	7238	7337	163	113	28	2	-1	3
	143	7338	7427	158	138	103	2	-1	5
	138	7428	7445	143	128	83	2	-1	4
	133	7446	7472	228	48	33	2	-1	2
	128	7473	7489	138	118	93	2	-1	3
	123	7490	7532	218	43	38	2	-1	2
	118	7533	7538	128	98	108	2	-1	2
	113	7539	7572	148	68	53	2	-1	2
	108	7573	7594	118	-1	-1	1	-1	1
	103	7595	7622	143	-1	-1	1	-1	1
	98	7623	7626	118	-1	-1	1	-1	1
	93	7627	7646	128	-1	-1	1	-1	1
	88	7647	7688	248	-1	-1	1	-1	1
	83	7689	7745	138	-1	-1	1	-1	1
	78	7746	7783	193	-1	-1	1	-1	1
	73	7784	7853	233	-1	-1	1	-1	1
	68	7854	7872	113	-1	-1	1	-1	1
	63	7873	7946	198	-1	-1	1	-1	1
	58	7947	8034	158	-1	-1	1	-1	1
	53	8035	8045	113	-1	-1	1	-1	1
	48	8046	8079	133	-1	-1	1	-1	1
	43	8080	8092	123	-1	-1	1	-1	1
	38	8093	8116	123	-1	-1	1	-1	1
	33	8117	8168	133	-1	-1	1	-1	1
	28	8169	8251	148	-1	-1	1	-1	1
	23	8252	8351	153	-1	-1	1	-1	1
	18	8352	8357	163	-1	-1	1	-1	1
	13	8358	8495	153	-1	-1	1	-1	1
	8	8496	8587	178	-1	-1	1	-1	1
	3	8588	8744	168	-1	-1	1	-1	1
	64	8745	8826	-1	258	14	4	0	75
	258	8827	8913	64	253	54	4	-1	74
	49	8914	8937	54	-1	-1	1	-1	1
	39	8938	8939	54	-1	-1	1	-1	1
	29	8940	8992	59	-1	-1	1	-1	1
	14	8993	9002	64	-1	-1	1	-1	1
	4	9003	9008	59	-1	-1	1	-1	1
